"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2026-01-25T11:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.75,"provisorisch"
"2026-01-25T11:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.68,"provisorisch"
"2026-01-25T11:00+0100","Zch_Schimmelstrasse","p","h1","hPa",950.34,"provisorisch"
"2026-01-25T11:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",78.06,"provisorisch"
"2026-01-25T11:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T11:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",260.44,"provisorisch"
"2026-01-25T11:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",3.22,"provisorisch"
"2026-01-25T11:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",197.85,"provisorisch"
"2026-01-25T11:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.52,"provisorisch"
"2026-01-25T11:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.39,"provisorisch"
"2026-01-25T11:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",947.71,"provisorisch"
"2026-01-25T12:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",89.07,"provisorisch"
"2026-01-25T12:00+0100","Zch_Heubeeribüel","T","h1","°C",2.83,"provisorisch"
"2026-01-25T12:00+0100","Zch_Heubeeribüel","p","h1","hPa",927.04,"provisorisch"
"2026-01-25T12:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",75.42,"provisorisch"
"2026-01-25T12:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T12:00+0100","Zch_Rosengartenstrasse","T","h1","°C",3.9,"provisorisch"
"2026-01-25T12:00+0100","Zch_Rosengartenstrasse","WD","h1","°",206.8,"provisorisch"
"2026-01-25T12:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.14,"provisorisch"
"2026-01-25T12:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.03,"provisorisch"
"2026-01-25T12:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",947.21,"provisorisch"
"2026-01-25T12:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",79.81,"provisorisch"
"2026-01-25T12:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T12:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.24,"provisorisch"
"2026-01-25T12:00+0100","Zch_Schimmelstrasse","WD","h1","°",322.81,"provisorisch"
"2026-01-25T12:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.69,"provisorisch"
"2026-01-25T12:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.29,"provisorisch"
"2026-01-25T12:00+0100","Zch_Schimmelstrasse","p","h1","hPa",949.68,"provisorisch"
"2026-01-25T12:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.33,"provisorisch"
"2026-01-25T12:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T12:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",379.63,"provisorisch"
"2026-01-25T12:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.09,"provisorisch"
"2026-01-25T12:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",262.18,"provisorisch"
"2026-01-25T12:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.08,"provisorisch"
"2026-01-25T12:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.87,"provisorisch"
"2026-01-25T12:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",947.18,"provisorisch"
"2026-01-25T13:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",84.96,"provisorisch"
"2026-01-25T13:00+0100","Zch_Heubeeribüel","T","h1","°C",3.62,"provisorisch"
"2026-01-25T13:00+0100","Zch_Heubeeribüel","p","h1","hPa",926.52,"provisorisch"
"2026-01-25T13:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",72.76,"provisorisch"
"2026-01-25T13:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T13:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.52,"provisorisch"
"2026-01-25T13:00+0100","Zch_Rosengartenstrasse","WD","h1","°",203.97,"provisorisch"
"2026-01-25T13:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.19,"provisorisch"
"2026-01-25T13:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.05,"provisorisch"
"2026-01-25T13:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",946.66,"provisorisch"
"2026-01-25T13:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",77.57,"provisorisch"
"2026-01-25T13:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T13:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.69,"provisorisch"
"2026-01-25T13:00+0100","Zch_Schimmelstrasse","WD","h1","°",323.12,"provisorisch"
"2026-01-25T13:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.84,"provisorisch"
"2026-01-25T13:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.6,"provisorisch"
"2026-01-25T13:00+0100","Zch_Schimmelstrasse","p","h1","hPa",949.15,"provisorisch"
"2026-01-25T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",71.53,"provisorisch"
"2026-01-25T13:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T13:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",341.18,"provisorisch"
"2026-01-25T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.7,"provisorisch"
"2026-01-25T13:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",246.57,"provisorisch"
"2026-01-25T13:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.21,"provisorisch"
"2026-01-25T13:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.12,"provisorisch"
"2026-01-25T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",946.6,"provisorisch"
"2026-01-25T14:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",82.88,"provisorisch"
"2026-01-25T14:00+0100","Zch_Heubeeribüel","T","h1","°C",4.04,"provisorisch"
"2026-01-25T14:00+0100","Zch_Heubeeribüel","p","h1","hPa",926.05,"provisorisch"
"2026-01-25T14:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",69.84,"provisorisch"
"2026-01-25T14:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T14:00+0100","Zch_Rosengartenstrasse","T","h1","°C",5.35,"provisorisch"
"2026-01-25T14:00+0100","Zch_Rosengartenstrasse","WD","h1","°",206.41,"provisorisch"
"2026-01-25T14:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.18,"provisorisch"
"2026-01-25T14:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.92,"provisorisch"
"2026-01-25T14:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",946.16,"provisorisch"
"2026-01-25T14:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",74.7,"provisorisch"
"2026-01-25T14:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T14:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.34,"provisorisch"
"2026-01-25T14:00+0100","Zch_Schimmelstrasse","WD","h1","°",144.56,"provisorisch"
"2026-01-25T14:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.83,"provisorisch"
"2026-01-25T14:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.41,"provisorisch"
"2026-01-25T14:00+0100","Zch_Schimmelstrasse","p","h1","hPa",948.68,"provisorisch"
"2026-01-25T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",69.56,"provisorisch"
"2026-01-25T14:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T14:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",275.68,"provisorisch"
"2026-01-25T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.19,"provisorisch"
"2026-01-25T14:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",244.84,"provisorisch"
"2026-01-25T14:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.41,"provisorisch"
"2026-01-25T14:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.32,"provisorisch"
"2026-01-25T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",946.11,"provisorisch"
"2026-01-25T15:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",87.0,"provisorisch"
"2026-01-25T15:00+0100","Zch_Heubeeribüel","T","h1","°C",3.41,"provisorisch"
"2026-01-25T15:00+0100","Zch_Heubeeribüel","p","h1","hPa",926.27,"provisorisch"
"2026-01-25T15:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",71.24,"provisorisch"
"2026-01-25T15:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T15:00+0100","Zch_Rosengartenstrasse","T","h1","°C",5.16,"provisorisch"
"2026-01-25T15:00+0100","Zch_Rosengartenstrasse","WD","h1","°",209.08,"provisorisch"
"2026-01-25T15:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.44,"provisorisch"
"2026-01-25T15:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.41,"provisorisch"
"2026-01-25T15:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",946.3,"provisorisch"
"2026-01-25T15:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",76.58,"provisorisch"
"2026-01-25T15:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T15:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.4,"provisorisch"
"2026-01-25T15:00+0100","Zch_Schimmelstrasse","WD","h1","°",147.83,"provisorisch"
"2026-01-25T15:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.68,"provisorisch"
"2026-01-25T15:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.62,"provisorisch"
"2026-01-25T15:00+0100","Zch_Schimmelstrasse","p","h1","hPa",948.81,"provisorisch"
"2026-01-25T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",69.93,"provisorisch"
"2026-01-25T15:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T15:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",105.83,"provisorisch"
"2026-01-25T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.45,"provisorisch"
"2026-01-25T15:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",208.08,"provisorisch"
"2026-01-25T15:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.93,"provisorisch"
"2026-01-25T15:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.79,"provisorisch"
"2026-01-25T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",946.25,"provisorisch"
"2026-01-25T16:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",91.21,"provisorisch"
"2026-01-25T16:00+0100","Zch_Heubeeribüel","T","h1","°C",3.01,"provisorisch"
"2026-01-25T16:00+0100","Zch_Heubeeribüel","p","h1","hPa",925.59,"provisorisch"
"2026-01-25T16:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",75.02,"provisorisch"
"2026-01-25T16:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T16:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.87,"provisorisch"
"2026-01-25T16:00+0100","Zch_Rosengartenstrasse","WD","h1","°",207.13,"provisorisch"
"2026-01-25T16:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.14,"provisorisch"
"2026-01-25T16:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.12,"provisorisch"
"2026-01-25T16:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",945.77,"provisorisch"
"2026-01-25T16:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",79.59,"provisorisch"
"2026-01-25T16:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T16:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.04,"provisorisch"
"2026-01-25T16:00+0100","Zch_Schimmelstrasse","WD","h1","°",143.77,"provisorisch"
"2026-01-25T16:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.62,"provisorisch"
"2026-01-25T16:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.53,"provisorisch"
"2026-01-25T16:00+0100","Zch_Schimmelstrasse","p","h1","hPa",948.23,"provisorisch"
"2026-01-25T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.11,"provisorisch"
"2026-01-25T16:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T16:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",34.16,"provisorisch"
"2026-01-25T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.96,"provisorisch"
"2026-01-25T16:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",270.41,"provisorisch"
"2026-01-25T16:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.59,"provisorisch"
"2026-01-25T16:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.47,"provisorisch"
"2026-01-25T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",945.71,"provisorisch"
"2026-01-25T17:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",94.12,"provisorisch"
"2026-01-25T17:00+0100","Zch_Heubeeribüel","T","h1","°C",2.57,"provisorisch"
"2026-01-25T17:00+0100","Zch_Heubeeribüel","p","h1","hPa",925.25,"provisorisch"
"2026-01-25T17:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",79.62,"provisorisch"
"2026-01-25T17:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T17:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.19,"provisorisch"
"2026-01-25T17:00+0100","Zch_Rosengartenstrasse","WD","h1","°",207.77,"provisorisch"
"2026-01-25T17:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.79,"provisorisch"
"2026-01-25T17:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.74,"provisorisch"
"2026-01-25T17:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",945.48,"provisorisch"
"2026-01-25T17:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",82.55,"provisorisch"
"2026-01-25T17:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T17:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.65,"provisorisch"
"2026-01-25T17:00+0100","Zch_Schimmelstrasse","WD","h1","°",152.51,"provisorisch"
"2026-01-25T17:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.65,"provisorisch"
"2026-01-25T17:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.6,"provisorisch"
"2026-01-25T17:00+0100","Zch_Schimmelstrasse","p","h1","hPa",947.96,"provisorisch"
"2026-01-25T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",77.22,"provisorisch"
"2026-01-25T17:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T17:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",1.48,"provisorisch"
"2026-01-25T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.58,"provisorisch"
"2026-01-25T17:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",249.03,"provisorisch"
"2026-01-25T17:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.46,"provisorisch"
"2026-01-25T17:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.38,"provisorisch"
"2026-01-25T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",945.44,"provisorisch"
"2026-01-25T18:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",96.28,"provisorisch"
"2026-01-25T18:00+0100","Zch_Heubeeribüel","T","h1","°C",2.31,"provisorisch"
"2026-01-25T18:00+0100","Zch_Heubeeribüel","p","h1","hPa",925.26,"provisorisch"
"2026-01-25T18:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",81.46,"provisorisch"
"2026-01-25T18:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T18:00+0100","Zch_Rosengartenstrasse","T","h1","°C",3.93,"provisorisch"
"2026-01-25T18:00+0100","Zch_Rosengartenstrasse","WD","h1","°",203.33,"provisorisch"
"2026-01-25T18:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.67,"provisorisch"
"2026-01-25T18:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.54,"provisorisch"
"2026-01-25T18:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",945.49,"provisorisch"
"2026-01-25T18:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",84.29,"provisorisch"
"2026-01-25T18:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T18:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.42,"provisorisch"
"2026-01-25T18:00+0100","Zch_Schimmelstrasse","WD","h1","°",151.23,"provisorisch"
"2026-01-25T18:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.68,"provisorisch"
"2026-01-25T18:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.63,"provisorisch"
"2026-01-25T18:00+0100","Zch_Schimmelstrasse","p","h1","hPa",948.0,"provisorisch"
"2026-01-25T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",77.96,"provisorisch"
"2026-01-25T18:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T18:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2026-01-25T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.45,"provisorisch"
"2026-01-25T18:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",213.21,"provisorisch"
"2026-01-25T18:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.76,"provisorisch"
"2026-01-25T18:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.64,"provisorisch"
"2026-01-25T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",945.45,"provisorisch"
"2026-01-25T19:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",97.26,"provisorisch"
"2026-01-25T19:00+0100","Zch_Heubeeribüel","T","h1","°C",2.22,"provisorisch"
"2026-01-25T19:00+0100","Zch_Heubeeribüel","p","h1","hPa",925.35,"provisorisch"
"2026-01-25T19:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",80.51,"provisorisch"
"2026-01-25T19:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",4.85,"provisorisch"
"2026-01-25T19:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.04,"provisorisch"
"2026-01-25T19:00+0100","Zch_Rosengartenstrasse","WD","h1","°",101.83,"provisorisch"
"2026-01-25T19:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.36,"provisorisch"
"2026-01-25T19:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.14,"provisorisch"
"2026-01-25T19:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",945.55,"provisorisch"
"2026-01-25T19:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",84.16,"provisorisch"
"2026-01-25T19:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",7.23,"provisorisch"
"2026-01-25T19:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.49,"provisorisch"
"2026-01-25T19:00+0100","Zch_Schimmelstrasse","WD","h1","°",158.07,"provisorisch"
"2026-01-25T19:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.63,"provisorisch"
"2026-01-25T19:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.54,"provisorisch"
"2026-01-25T19:00+0100","Zch_Schimmelstrasse","p","h1","hPa",948.02,"provisorisch"
"2026-01-25T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",78.28,"provisorisch"
"2026-01-25T19:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",12.95,"provisorisch"
"2026-01-25T19:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2026-01-25T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.46,"provisorisch"
"2026-01-25T19:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",177.7,"provisorisch"
"2026-01-25T19:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.78,"provisorisch"
"2026-01-25T19:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.63,"provisorisch"
"2026-01-25T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",945.5,"provisorisch"
"2026-01-25T20:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",95.82,"provisorisch"
"2026-01-25T20:00+0100","Zch_Heubeeribüel","T","h1","°C",2.24,"provisorisch"
"2026-01-25T20:00+0100","Zch_Heubeeribüel","p","h1","hPa",925.31,"provisorisch"
"2026-01-25T20:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",81.22,"provisorisch"
"2026-01-25T20:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",4.22,"provisorisch"
"2026-01-25T20:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.07,"provisorisch"
"2026-01-25T20:00+0100","Zch_Rosengartenstrasse","WD","h1","°",72.5,"provisorisch"
"2026-01-25T20:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.2,"provisorisch"
"2026-01-25T20:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.12,"provisorisch"
"2026-01-25T20:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",945.54,"provisorisch"
"2026-01-25T20:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",85.25,"provisorisch"
"2026-01-25T20:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",2.12,"provisorisch"
"2026-01-25T20:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.49,"provisorisch"
"2026-01-25T20:00+0100","Zch_Schimmelstrasse","WD","h1","°",159.68,"provisorisch"
"2026-01-25T20:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.45,"provisorisch"
"2026-01-25T20:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.4,"provisorisch"
"2026-01-25T20:00+0100","Zch_Schimmelstrasse","p","h1","hPa",948.01,"provisorisch"
"2026-01-25T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",78.85,"provisorisch"
"2026-01-25T20:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",10.48,"provisorisch"
"2026-01-25T20:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2026-01-25T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.46,"provisorisch"
"2026-01-25T20:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",167.27,"provisorisch"
"2026-01-25T20:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.48,"provisorisch"
"2026-01-25T20:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.43,"provisorisch"
"2026-01-25T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",945.49,"provisorisch"
"2026-01-25T21:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",97.4,"provisorisch"
"2026-01-25T21:00+0100","Zch_Heubeeribüel","T","h1","°C",2.17,"provisorisch"
"2026-01-25T21:00+0100","Zch_Heubeeribüel","p","h1","hPa",925.35,"provisorisch"
"2026-01-25T21:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",81.44,"provisorisch"
"2026-01-25T21:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T21:00+0100","Zch_Rosengartenstrasse","T","h1","°C",4.08,"provisorisch"
"2026-01-25T21:00+0100","Zch_Rosengartenstrasse","WD","h1","°",191.0,"provisorisch"
"2026-01-25T21:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.34,"provisorisch"
"2026-01-25T21:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.13,"provisorisch"
"2026-01-25T21:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",945.6,"provisorisch"
"2026-01-25T21:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",86.11,"provisorisch"
"2026-01-25T21:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T21:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.26,"provisorisch"
"2026-01-25T21:00+0100","Zch_Schimmelstrasse","WD","h1","°",158.08,"provisorisch"
"2026-01-25T21:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.73,"provisorisch"
"2026-01-25T21:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.71,"provisorisch"
"2026-01-25T21:00+0100","Zch_Schimmelstrasse","p","h1","hPa",948.07,"provisorisch"
"2026-01-25T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",80.42,"provisorisch"
"2026-01-25T21:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T21:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2026-01-25T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",4.39,"provisorisch"
"2026-01-25T21:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",183.27,"provisorisch"
"2026-01-25T21:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.64,"provisorisch"
"2026-01-25T21:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.57,"provisorisch"
"2026-01-25T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",945.52,"provisorisch"
"2026-01-25T22:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",99.82,"provisorisch"
"2026-01-25T22:00+0100","Zch_Heubeeribüel","T","h1","°C",1.86,"provisorisch"
"2026-01-25T22:00+0100","Zch_Heubeeribüel","p","h1","hPa",925.46,"provisorisch"
"2026-01-25T22:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",83.5,"provisorisch"
"2026-01-25T22:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-25T22:00+0100","Zch_Rosengartenstrasse","T","h1","°C",3.83,"provisorisch"
"2026-01-25T22:00+0100","Zch_Rosengartenstrasse","WD","h1","°",67.23,"provisorisch"
"2026-01-25T22:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.39,"provisorisch"
