"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2026-01-01T10:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.38,"provisorisch"
"2026-01-01T10:00+0100","Zch_Schimmelstrasse","p","h1","hPa",966.99,"provisorisch"
"2026-01-01T10:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",70.94,"provisorisch"
"2026-01-01T10:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T10:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",258.57,"provisorisch"
"2026-01-01T10:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-2.12,"provisorisch"
"2026-01-01T10:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",252.63,"provisorisch"
"2026-01-01T10:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",0.9,"provisorisch"
"2026-01-01T10:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.8,"provisorisch"
"2026-01-01T10:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",964.21,"provisorisch"
"2026-01-01T11:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",71.21,"provisorisch"
"2026-01-01T11:00+0100","Zch_Heubeeribüel","T","h1","°C",-0.96,"provisorisch"
"2026-01-01T11:00+0100","Zch_Heubeeribüel","p","h1","hPa",942.21,"provisorisch"
"2026-01-01T11:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",63.64,"provisorisch"
"2026-01-01T11:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T11:00+0100","Zch_Rosengartenstrasse","T","h1","°C",-0.71,"provisorisch"
"2026-01-01T11:00+0100","Zch_Rosengartenstrasse","WD","h1","°",207.61,"provisorisch"
"2026-01-01T11:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.46,"provisorisch"
"2026-01-01T11:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.35,"provisorisch"
"2026-01-01T11:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",963.15,"provisorisch"
"2026-01-01T11:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",61.34,"provisorisch"
"2026-01-01T11:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T11:00+0100","Zch_Schimmelstrasse","T","h1","°C",0.14,"provisorisch"
"2026-01-01T11:00+0100","Zch_Schimmelstrasse","WD","h1","°",346.22,"provisorisch"
"2026-01-01T11:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.74,"provisorisch"
"2026-01-01T11:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.41,"provisorisch"
"2026-01-01T11:00+0100","Zch_Schimmelstrasse","p","h1","hPa",965.8,"provisorisch"
"2026-01-01T11:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",61.54,"provisorisch"
"2026-01-01T11:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T11:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",307.82,"provisorisch"
"2026-01-01T11:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-0.42,"provisorisch"
"2026-01-01T11:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",251.58,"provisorisch"
"2026-01-01T11:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.03,"provisorisch"
"2026-01-01T11:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.95,"provisorisch"
"2026-01-01T11:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",963.05,"provisorisch"
"2026-01-01T12:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",68.56,"provisorisch"
"2026-01-01T12:00+0100","Zch_Heubeeribüel","T","h1","°C",0.0,"provisorisch"
"2026-01-01T12:00+0100","Zch_Heubeeribüel","p","h1","hPa",941.04,"provisorisch"
"2026-01-01T12:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",60.51,"provisorisch"
"2026-01-01T12:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T12:00+0100","Zch_Rosengartenstrasse","T","h1","°C",0.47,"provisorisch"
"2026-01-01T12:00+0100","Zch_Rosengartenstrasse","WD","h1","°",200.38,"provisorisch"
"2026-01-01T12:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.82,"provisorisch"
"2026-01-01T12:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.48,"provisorisch"
"2026-01-01T12:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",961.78,"provisorisch"
"2026-01-01T12:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",59.52,"provisorisch"
"2026-01-01T12:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T12:00+0100","Zch_Schimmelstrasse","T","h1","°C",0.96,"provisorisch"
"2026-01-01T12:00+0100","Zch_Schimmelstrasse","WD","h1","°",348.28,"provisorisch"
"2026-01-01T12:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.59,"provisorisch"
"2026-01-01T12:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.24,"provisorisch"
"2026-01-01T12:00+0100","Zch_Schimmelstrasse","p","h1","hPa",964.37,"provisorisch"
"2026-01-01T12:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",58.97,"provisorisch"
"2026-01-01T12:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T12:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",319.27,"provisorisch"
"2026-01-01T12:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.65,"provisorisch"
"2026-01-01T12:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",272.67,"provisorisch"
"2026-01-01T12:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.84,"provisorisch"
"2026-01-01T12:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.64,"provisorisch"
"2026-01-01T12:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",961.72,"provisorisch"
"2026-01-01T13:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",67.56,"provisorisch"
"2026-01-01T13:00+0100","Zch_Heubeeribüel","T","h1","°C",0.86,"provisorisch"
"2026-01-01T13:00+0100","Zch_Heubeeribüel","p","h1","hPa",940.17,"provisorisch"
"2026-01-01T13:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",59.3,"provisorisch"
"2026-01-01T13:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T13:00+0100","Zch_Rosengartenstrasse","T","h1","°C",1.25,"provisorisch"
"2026-01-01T13:00+0100","Zch_Rosengartenstrasse","WD","h1","°",201.73,"provisorisch"
"2026-01-01T13:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.69,"provisorisch"
"2026-01-01T13:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.45,"provisorisch"
"2026-01-01T13:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",960.85,"provisorisch"
"2026-01-01T13:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",59.01,"provisorisch"
"2026-01-01T13:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T13:00+0100","Zch_Schimmelstrasse","T","h1","°C",1.82,"provisorisch"
"2026-01-01T13:00+0100","Zch_Schimmelstrasse","WD","h1","°",314.29,"provisorisch"
"2026-01-01T13:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.77,"provisorisch"
"2026-01-01T13:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.23,"provisorisch"
"2026-01-01T13:00+0100","Zch_Schimmelstrasse","p","h1","hPa",963.4,"provisorisch"
"2026-01-01T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",58.61,"provisorisch"
"2026-01-01T13:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T13:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",278.22,"provisorisch"
"2026-01-01T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.33,"provisorisch"
"2026-01-01T13:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",266.56,"provisorisch"
"2026-01-01T13:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.67,"provisorisch"
"2026-01-01T13:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.39,"provisorisch"
"2026-01-01T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",960.81,"provisorisch"
"2026-01-01T14:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",66.28,"provisorisch"
"2026-01-01T14:00+0100","Zch_Heubeeribüel","T","h1","°C",1.3,"provisorisch"
"2026-01-01T14:00+0100","Zch_Heubeeribüel","p","h1","hPa",939.59,"provisorisch"
"2026-01-01T14:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",55.16,"provisorisch"
"2026-01-01T14:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T14:00+0100","Zch_Rosengartenstrasse","T","h1","°C",2.28,"provisorisch"
"2026-01-01T14:00+0100","Zch_Rosengartenstrasse","WD","h1","°",205.24,"provisorisch"
"2026-01-01T14:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.25,"provisorisch"
"2026-01-01T14:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.05,"provisorisch"
"2026-01-01T14:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",960.05,"provisorisch"
"2026-01-01T14:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",56.8,"provisorisch"
"2026-01-01T14:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T14:00+0100","Zch_Schimmelstrasse","T","h1","°C",2.53,"provisorisch"
"2026-01-01T14:00+0100","Zch_Schimmelstrasse","WD","h1","°",149.32,"provisorisch"
"2026-01-01T14:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.86,"provisorisch"
"2026-01-01T14:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.5,"provisorisch"
"2026-01-01T14:00+0100","Zch_Schimmelstrasse","p","h1","hPa",962.66,"provisorisch"
"2026-01-01T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",55.28,"provisorisch"
"2026-01-01T14:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T14:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",197.9,"provisorisch"
"2026-01-01T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.4,"provisorisch"
"2026-01-01T14:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",242.12,"provisorisch"
"2026-01-01T14:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.33,"provisorisch"
"2026-01-01T14:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.22,"provisorisch"
"2026-01-01T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",960.0,"provisorisch"
"2026-01-01T15:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",68.65,"provisorisch"
"2026-01-01T15:00+0100","Zch_Heubeeribüel","T","h1","°C",1.23,"provisorisch"
"2026-01-01T15:00+0100","Zch_Heubeeribüel","p","h1","hPa",938.92,"provisorisch"
"2026-01-01T15:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",54.5,"provisorisch"
"2026-01-01T15:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T15:00+0100","Zch_Rosengartenstrasse","T","h1","°C",2.47,"provisorisch"
"2026-01-01T15:00+0100","Zch_Rosengartenstrasse","WD","h1","°",204.43,"provisorisch"
"2026-01-01T15:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.68,"provisorisch"
"2026-01-01T15:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.62,"provisorisch"
"2026-01-01T15:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",959.47,"provisorisch"
"2026-01-01T15:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",57.45,"provisorisch"
"2026-01-01T15:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T15:00+0100","Zch_Schimmelstrasse","T","h1","°C",2.79,"provisorisch"
"2026-01-01T15:00+0100","Zch_Schimmelstrasse","WD","h1","°",280.47,"provisorisch"
"2026-01-01T15:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.69,"provisorisch"
"2026-01-01T15:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.11,"provisorisch"
"2026-01-01T15:00+0100","Zch_Schimmelstrasse","p","h1","hPa",962.12,"provisorisch"
"2026-01-01T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",55.84,"provisorisch"
"2026-01-01T15:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T15:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",102.17,"provisorisch"
"2026-01-01T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.68,"provisorisch"
"2026-01-01T15:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",250.35,"provisorisch"
"2026-01-01T15:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.04,"provisorisch"
"2026-01-01T15:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.99,"provisorisch"
"2026-01-01T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",959.43,"provisorisch"
"2026-01-01T16:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",72.38,"provisorisch"
"2026-01-01T16:00+0100","Zch_Heubeeribüel","T","h1","°C",0.31,"provisorisch"
"2026-01-01T16:00+0100","Zch_Heubeeribüel","p","h1","hPa",938.35,"provisorisch"
"2026-01-01T16:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",57.86,"provisorisch"
"2026-01-01T16:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T16:00+0100","Zch_Rosengartenstrasse","T","h1","°C",1.82,"provisorisch"
"2026-01-01T16:00+0100","Zch_Rosengartenstrasse","WD","h1","°",210.88,"provisorisch"
"2026-01-01T16:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.01,"provisorisch"
"2026-01-01T16:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.87,"provisorisch"
"2026-01-01T16:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",958.89,"provisorisch"
"2026-01-01T16:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",59.51,"provisorisch"
"2026-01-01T16:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T16:00+0100","Zch_Schimmelstrasse","T","h1","°C",2.28,"provisorisch"
"2026-01-01T16:00+0100","Zch_Schimmelstrasse","WD","h1","°",152.13,"provisorisch"
"2026-01-01T16:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.68,"provisorisch"
"2026-01-01T16:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.49,"provisorisch"
"2026-01-01T16:00+0100","Zch_Schimmelstrasse","p","h1","hPa",961.62,"provisorisch"
"2026-01-01T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",57.71,"provisorisch"
"2026-01-01T16:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T16:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",17.59,"provisorisch"
"2026-01-01T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",2.14,"provisorisch"
"2026-01-01T16:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",234.77,"provisorisch"
"2026-01-01T16:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.74,"provisorisch"
"2026-01-01T16:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.64,"provisorisch"
"2026-01-01T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",958.91,"provisorisch"
"2026-01-01T17:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",76.15,"provisorisch"
"2026-01-01T17:00+0100","Zch_Heubeeribüel","T","h1","°C",0.09,"provisorisch"
"2026-01-01T17:00+0100","Zch_Heubeeribüel","p","h1","hPa",937.67,"provisorisch"
"2026-01-01T17:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",62.3,"provisorisch"
"2026-01-01T17:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T17:00+0100","Zch_Rosengartenstrasse","T","h1","°C",1.34,"provisorisch"
"2026-01-01T17:00+0100","Zch_Rosengartenstrasse","WD","h1","°",213.93,"provisorisch"
"2026-01-01T17:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.03,"provisorisch"
"2026-01-01T17:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.98,"provisorisch"
"2026-01-01T17:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",958.33,"provisorisch"
"2026-01-01T17:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",62.84,"provisorisch"
"2026-01-01T17:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T17:00+0100","Zch_Schimmelstrasse","T","h1","°C",2.1,"provisorisch"
"2026-01-01T17:00+0100","Zch_Schimmelstrasse","WD","h1","°",154.04,"provisorisch"
"2026-01-01T17:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.69,"provisorisch"
"2026-01-01T17:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.42,"provisorisch"
"2026-01-01T17:00+0100","Zch_Schimmelstrasse","p","h1","hPa",960.97,"provisorisch"
"2026-01-01T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",61.88,"provisorisch"
"2026-01-01T17:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T17:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2026-01-01T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.69,"provisorisch"
"2026-01-01T17:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",245.29,"provisorisch"
"2026-01-01T17:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.58,"provisorisch"
"2026-01-01T17:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.46,"provisorisch"
"2026-01-01T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",958.37,"provisorisch"
"2026-01-01T18:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",78.15,"provisorisch"
"2026-01-01T18:00+0100","Zch_Heubeeribüel","T","h1","°C",-0.05,"provisorisch"
"2026-01-01T18:00+0100","Zch_Heubeeribüel","p","h1","hPa",937.46,"provisorisch"
"2026-01-01T18:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",66.67,"provisorisch"
"2026-01-01T18:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T18:00+0100","Zch_Rosengartenstrasse","T","h1","°C",0.82,"provisorisch"
"2026-01-01T18:00+0100","Zch_Rosengartenstrasse","WD","h1","°",213.91,"provisorisch"
"2026-01-01T18:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.49,"provisorisch"
"2026-01-01T18:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.41,"provisorisch"
"2026-01-01T18:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",958.04,"provisorisch"
"2026-01-01T18:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",64.96,"provisorisch"
"2026-01-01T18:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T18:00+0100","Zch_Schimmelstrasse","T","h1","°C",1.78,"provisorisch"
"2026-01-01T18:00+0100","Zch_Schimmelstrasse","WD","h1","°",314.13,"provisorisch"
"2026-01-01T18:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.6,"provisorisch"
"2026-01-01T18:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.24,"provisorisch"
"2026-01-01T18:00+0100","Zch_Schimmelstrasse","p","h1","hPa",960.71,"provisorisch"
"2026-01-01T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",65.23,"provisorisch"
"2026-01-01T18:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T18:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2026-01-01T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",1.2,"provisorisch"
"2026-01-01T18:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",274.14,"provisorisch"
"2026-01-01T18:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.3,"provisorisch"
"2026-01-01T18:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.12,"provisorisch"
"2026-01-01T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",958.08,"provisorisch"
"2026-01-01T19:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",83.85,"provisorisch"
"2026-01-01T19:00+0100","Zch_Heubeeribüel","T","h1","°C",-0.98,"provisorisch"
"2026-01-01T19:00+0100","Zch_Heubeeribüel","p","h1","hPa",937.38,"provisorisch"
"2026-01-01T19:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",71.17,"provisorisch"
"2026-01-01T19:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T19:00+0100","Zch_Rosengartenstrasse","T","h1","°C",0.05,"provisorisch"
"2026-01-01T19:00+0100","Zch_Rosengartenstrasse","WD","h1","°",213.36,"provisorisch"
"2026-01-01T19:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.44,"provisorisch"
"2026-01-01T19:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.31,"provisorisch"
"2026-01-01T19:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",957.94,"provisorisch"
"2026-01-01T19:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",69.29,"provisorisch"
"2026-01-01T19:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T19:00+0100","Zch_Schimmelstrasse","T","h1","°C",0.78,"provisorisch"
"2026-01-01T19:00+0100","Zch_Schimmelstrasse","WD","h1","°",321.58,"provisorisch"
"2026-01-01T19:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.56,"provisorisch"
"2026-01-01T19:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.35,"provisorisch"
"2026-01-01T19:00+0100","Zch_Schimmelstrasse","p","h1","hPa",960.61,"provisorisch"
"2026-01-01T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",68.61,"provisorisch"
"2026-01-01T19:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T19:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2026-01-01T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.56,"provisorisch"
"2026-01-01T19:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",298.03,"provisorisch"
"2026-01-01T19:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.01,"provisorisch"
"2026-01-01T19:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",0.8,"provisorisch"
"2026-01-01T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",957.99,"provisorisch"
"2026-01-01T20:00+0100","Zch_Heubeeribüel","Hr","h1","%Hr",85.31,"provisorisch"
"2026-01-01T20:00+0100","Zch_Heubeeribüel","T","h1","°C",-1.75,"provisorisch"
"2026-01-01T20:00+0100","Zch_Heubeeribüel","p","h1","hPa",937.47,"provisorisch"
"2026-01-01T20:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",63.1,"provisorisch"
"2026-01-01T20:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T20:00+0100","Zch_Rosengartenstrasse","T","h1","°C",0.01,"provisorisch"
"2026-01-01T20:00+0100","Zch_Rosengartenstrasse","WD","h1","°",221.0,"provisorisch"
"2026-01-01T20:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.3,"provisorisch"
"2026-01-01T20:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.06,"provisorisch"
"2026-01-01T20:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",958.09,"provisorisch"
"2026-01-01T20:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",65.98,"provisorisch"
"2026-01-01T20:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T20:00+0100","Zch_Schimmelstrasse","T","h1","°C",0.33,"provisorisch"
"2026-01-01T20:00+0100","Zch_Schimmelstrasse","WD","h1","°",319.7,"provisorisch"
"2026-01-01T20:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.8,"provisorisch"
"2026-01-01T20:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.74,"provisorisch"
"2026-01-01T20:00+0100","Zch_Schimmelstrasse","p","h1","hPa",960.71,"provisorisch"
"2026-01-01T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",66.21,"provisorisch"
"2026-01-01T20:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0.0,"provisorisch"
"2026-01-01T20:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2026-01-01T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.33,"provisorisch"
"2026-01-01T20:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",342.43,"provisorisch"
